1	k_0	1
2	k_0	2
3	k_0	3
4	k_0	4
5	k_0	5
6	k_5	6
7	k_4	7
8	k_4	8
9	k_0	9
10	k_4	10
11	k_5	11
12	k_6	12
13	k_7	13
14	k_0	14
15	k_4	15
16	k_4	16
17	k_5	17
18	k_5	18
19	k_6	19
20	k_7	20
21	k_0	21
22	k_3	22
23	k_4	23
24	k_4	24
25	k_5	25
26	k_5	26
27	k_6	27
28	k_7	28
29	k_0	29
30	k_5	30
31	k_7	31
32	k_7	32
33	k_3	33
34	k_5	34
35	k_5	35
36	k_7	36
37	k_8	37
38	k_8	38
39	k_5	39
40	k_6	40
41	k_7	41
42	k_8	42
43	k_8	43
44	k_9	44
45	k_7	45
46	k_8	46
47	k_8	47
48	k_9	48
49	k_9	49
50	k_9	50
51	k_7	51
52	k_8	52
53	k_9	53
54	k_9	54
55	k_9	55
56	k_7	56
57	k_7	57
58	k_8	58
59	k_9	59
60	k_8	60
61	k_5	61
62	k_6	62
63	k_7	63
64	k_8	64
65	k_8	65
66	k_9	66
67	k_8	67
68	k_6	68
69	k_7	69
70	k_7	70
71	k_8	71
72	k_8	72
73	k_6	73
74	k_6	74
75	k_7	75
76	k_8	76
77	k_8	77
78	k_8	78
79	k_7	79
80	k_7	80
81	k_7	81
82	k_7	82
83	k_8	83
84	k_8	84
85	k_6	85
86	k_7	86
87	k_7	87
88	k_6	88
89	k_6	89
90	k_7	90
91	k_7	91
92	k_0	92
93	k_6	93
94	k_7	94
95	k_8	95
96	k_6	96
97	k_7	97
98	k_8	98
99	k_6	99
100	k_7	100
101	k_8	101
102	k_7	102
103	k_7	103
104	k_8	104
105	k_0	105
106	k_8	106
107	k_8	107
108	k_8	108
109	k_8	109
110	k_5	110
111	k_7	111
112	k_8	112
113	k_7	113
114	k_7	114
115	k_7	115
116	k_8	116
117	k_6	117
118	k_7	118
119	k_7	119
120	k_7	120
121	k_6	121
122	k_7	122
123	k_6	123
124	k_5	124
125	k_7	125
126	k_7	126
127	k_8	127
128	k_8	128
129	k_8	129
130	k_6	130
131	k_7	131
132	k_7	132
133	k_7	133
134	k_8	134
135	k_7	135
136	k_7	136
137	k_7	137
138	k_7	138
139	k_8	139
140	k_8	140
141	k_8	141
142	k_8	142
143	k_6	143
144	k_6	144
145	k_8	145
146	k_5	146
147	k_5	147
148	k_6	148
149	k_8	149
150	k_8	150
151	k_8	151
152	k_7	152
153	k_7	153
154	k_8	154
155	k_8	155
156	k_8	156
157	k_8	157
158	k_8	158
159	k_8	159
160	k_8	160
161	k_9	161
162	k_8	162
163	k_8	163
164	k_8	164
165	k_8	165
166	k_9	166
167	k_9	167
168	k_8	168
169	k_8	169
170	k_7	170
171	k_9	171
172	k_9	172
173	k_9	173
174	k_0	174
175	k_7	175
176	k_8	176
177	k_9	177
178	k_9	178
179	k_8	179
180	k_9	180
181	k_9	181
182	k_8	182
183	k_8	183
184	k_8	184
185	k_8	185
186	k_8	186
187	k_8	187
188	k_9	188
189	k_7	189
190	k_8	190
191	k_8	191
192	k_8	192
193	k_8	193
194	k_8	194
195	k_8	195
196	k_8	196
197	k_8	197
198	k_8	198
199	k_8	199
200	k_8	200
201	k_9	201
202	k_9	202
203	k_8	203
204	k_8	204
205	k_8	205
206	k_8	206
207	k_8	207
208	k_8	208
209	k_8	209
210	k_9	210
211	k_9	211
212	k_9	212
213	k_8	213
214	k_7	214
215	k_7	215
216	k_7	216
217	k_8	217
218	k_8	218
219	k_8	219
220	k_0	220
221	k_8	221
222	k_9	222
223	k_8	223
224	k_7	224
225	k_7	225
226	k_7	226
227	k_8	227
228	k_8	228
229	k_8	229
230	k_9	230
231	k_8	231
232	k_7	232
233	k_7	233
234	k_7	234
235	k_8	235
236	k_7	236
237	k_8	237
238	k_7	238
239	k_8	239
240	k_7	240
241	k_7	241
242	k_7	242
243	k_7	243
244	k_7	244
245	k_8	245
246	k_7	246
247	k_7	247
248	k_7	248
249	k_9	249
250	k_8	250
251	k_8	251
252	k_8	252
253	k_7	253
254	k_7	254
255	k_7	255
256	k_8	256
257	k_7	257
258	k_8	258
259	k_7	259
260	k_7	260
261	k_6	261
262	k_7	262
263	k_8	263
264	k_8	264
265	k_8	265
266	k_8	266
267	k_7	267
268	k_7	268
269	k_8	269
270	k_8	270
271	k_7	271
272	k_6	272
273	k_6	273
274	k_6	274
275	k_7	275
276	k_7	276
277	k_7	277
278	k_8	278
279	k_8	279
280	k_7	280
281	k_7	281
282	k_8	282
283	k_8	283
284	k_8	284
285	k_8	285
286	k_7	286
287	k_7	287
288	k_7	288
289	k_7	289
290	k_9	290
291	k_7	291
292	k_6	292
293	k_6	293
294	k_6	294
295	k_7	295
296	k_7	296
297	k_7	297
298	k_6	298
299	k_8	299
300	k_8	300
301	k_8	301
302	k_7	302
303	k_6	303
304	k_7	304
305	k_7	305
306	k_8	306
307	k_6	307
308	k_6	308
309	k_6	309
310	k_0	310
311	k_0	311
312	k_7	312
313	k_7	313
314	k_7	314
315	k_8	315
316	k_8	316
317	k_8	317
318	k_8	318
319	k_8	319
320	k_8	320
321	k_7	321
322	k_6	322
323	k_7	323
324	k_8	324
325	k_6	325
326	k_6	326
327	k_6	327
328	k_7	328
329	k_7	329
330	k_7	330
331	k_7	331
332	k_7	332
333	k_0	333
334	k_9	334
335	k_9	335
336	k_9	336
337	k_8	337
338	k_7	338
339	k_7	339
340	k_7	340
341	k_7	341
342	k_6	342
343	k_6	343
344	k_6	344
345	k_7	345
346	k_7	346
347	k_6	347
348	k_8	348
349	k_8	349
350	k_9	350
351	k_8	351
352	k_7	352
353	k_6	353
354	k_7	354
355	k_7	355
356	k_8	356
357	k_8	357
358	k_6	358
359	k_6	359
360	k_6	360
361	k_7	361
362	k_7	362
363	k_6	363
364	k_6	364
365	k_7	365
366	k_8	366
367	k_9	367
368	k_9	368
369	k_8	369
370	k_7	370
371	k_7	371
372	k_6	372
373	k_6	373
374	k_7	374
375	k_7	375
376	k_7	376
377	k_6	377
378	k_6	378
379	k_6	379
380	k_6	380
381	k_6	381
382	k_5	382
383	k_5	383
384	k_7	384
385	k_7	385
386	k_7	386
387	k_8	387
388	k_8	388
389	k_8	389
390	k_9	390
391	k_9	391
392	k_8	392
393	k_8	393
394	k_7	394
395	k_7	395
396	k_6	396
397	k_6	397
398	k_6	398
399	k_6	399
400	k_7	400
401	k_7	401
402	k_7	402
403	k_6	403
404	k_5	404
405	k_6	405
406	k_5	406
407	k_0	407
408	k_3	408
409	k_6	409
410	k_5	410
411	k_0	411
412	k_3	412
413	k_4	413
414	k_6	414
415	k_7	415
416	k_8	416
417	k_8	417
418	k_9	418
419	k_10	419
420	k_10	420
421	k_7	421
422	k_6	422
423	k_6	423
424	k_6	424
425	k_5	425
426	k_4	426
427	k_5	427
428	k_7	428
429	k_7	429
430	k_7	430
431	k_6	431
432	k_6	432
433	k_6	433
434	k_5	434
435	k_5	435
436	k_4	436
437	k_0	437
438	k_0	438
439	k_4	439
440	k_5	440
441	k_0	441
442	k_3	442
443	k_4	443
444	k_4	444
445	k_7	445
446	k_9	446
447	k_10	447
448	k_10	448
449	k_8	449
450	k_6	450
451	k_7	451
452	k_6	452
453	k_5	453
454	k_5	454
455	k_2	455
456	k_3	456
457	k_5	457
458	k_6	458
459	k_7	459
460	k_6	460
461	k_6	461
462	k_5	462
463	k_5	463
464	k_4	464
465	k_0	465
466	k_3	466
467	k_0	467
468	k_0	468
469	k_3	469
470	k_4	470
471	k_3	471
472	k_8	472
473	k_7	473
474	k_7	474
475	k_9	475
476	k_8	476
477	k_6	477
478	k_5	478
479	k_5	479
480	k_4	480
481	k_4	481
482	k_5	482
483	k_6	483
484	k_6	484
485	k_6	485
486	k_5	486
487	k_5	487
488	k_4	488
489	k_4	489
490	k_2	490
491	k_4	491
492	k_5	492
493	k_5	493
494	k_5	494
495	k_6	495
496	k_8	496
497	k_7	497
498	k_7	498
499	k_7	499
500	k_6	500
501	k_6	501
502	k_9	502
503	k_8	503
504	k_4	504
505	k_5	505
506	k_6	506
507	k_5	507
508	k_5	508
509	k_5	509
510	k_6	510
511	k_6	511
512	k_6	512
513	k_6	513
514	k_5	514
515	k_5	515
516	k_5	516
517	k_4	517
518	k_4	518
519	k_4	519
520	k_4	520
521	k_3	521
522	k_4	522
523	k_3	523
524	k_4	524
525	k_5	525
526	k_5	526
527	k_6	527
528	k_6	528
529	k_7	529
530	k_6	530
531	k_5	531
532	k_5	532
533	k_3	533
534	k_5	534
535	k_5	535
536	k_5	536
537	k_5	537
538	k_5	538
539	k_5	539
540	k_6	540
541	k_5	541
542	k_6	542
543	k_6	543
544	k_5	544
545	k_6	545
546	k_5	546
547	k_5	547
548	k_5	548
549	k_4	549
550	k_4	550
551	k_3	551
552	k_3	552
553	k_3	553
554	k_3	554
555	k_4	555
556	k_5	556
557	k_4	557
558	k_5	558
559	k_5	559
560	k_6	560
561	k_4	561
562	k_3	562
563	k_1	563
564	k_1	564
565	k_1	565
566	k_2	566
567	k_4	567
568	k_5	568
569	k_5	569
570	k_5	570
571	k_5	571
572	k_6	572
573	k_5	573
574	k_5	574
575	k_5	575
576	k_5	576
577	k_4	577
578	k_4	578
579	k_3	579
580	k_3	580
581	k_2	581
582	k_3	582
583	k_5	583
584	k_5	584
585	k_2	585
586	k_0	586
587	k_2	587
588	k_4	588
589	k_6	589
590	k_3	590
591	k_5	591
592	k_5	592
593	k_6	593
594	k_5	594
595	k_4	595
596	k_4	596
597	k_4	597
598	k_3	598
599	k_4	599
600	k_4	600
601	k_4	601
602	k_6	602
603	k_5	603
604	k_2	604
605	k_0	605
606	k_3	606
607	k_3	607
608	k_4	608
609	k_2	609
610	k_1	610
611	k_0	611
612	k_2	612
613	k_3	613
614	k_5	614
615	k_5	615
616	k_5	616
617	k_5	617
618	k_5	618
619	k_5	619
620	k_5	620
621	k_4	621
622	k_5	622
623	k_5	623
624	k_4	624
625	k_4	625
626	k_3	626
627	k_0	627
628	k_6	628
629	k_6	629
630	k_6	630
631	k_5	631
632	k_1	632
633	k_3	633
634	k_5	634
635	k_5	635
636	k_0	636
637	k_0	637
638	k_2	638
639	k_2	639
640	k_3	640
641	k_3	641
642	k_5	642
643	k_3	643
644	k_5	644
645	k_5	645
646	k_5	646
647	k_4	647
648	k_4	648
649	k_4	649
650	k_5	650
651	k_5	651
652	k_5	652
653	k_5	653
654	k_3	654
655	k_4	655
656	k_6	656
657	k_0	657
658	k_0	658
659	k_4	659
660	k_4	660
661	k_5	661
662	k_5	662
663	k_5	663
664	k_3	664
665	k_3	665
666	k_6	666
667	k_4	667
668	k_4	668
669	k_3	669
670	k_3	670
671	k_4	671
672	k_5	672
673	k_4	673
674	k_5	674
675	k_0	675
676	k_0	676
677	k_0	677
678	k_0	678
679	k_5	679
680	k_4	680
681	k_5	681
682	k_5	682
683	k_6	683
684	k_4	684
685	k_4	685
686	k_4	686
687	k_5	687
688	k_0	688
689	k_0	689
690	k_0	690
691	k_4	691
692	k_0	692
693	k_5	693
694	k_6	694
695	k_6	695
696	k_5	696
697	k_6	697
698	k_5	698
699	k_3	699
700	k_5	700
701	k_0	701
702	k_0	702
703	k_0	703
704	k_0	704
705	k_0	705
706	k_6	706
707	k_6	707
708	k_5	708
709	k_6	709
710	k_7	710
711	k_6	711
712	k_5	712
713	k_4	713
714	k_2	714
715	k_0	715
716	k_0	716
717	k_0	717
718	k_6	718
719	k_7	719
720	k_7	720
721	k_0	721
722	k_0	722
723	k_4	723
724	k_5	724
725	k_7	725
